"","Item","aggregate","Inflation","year","m","mnum","timep"
"3734","Other durable goods","Goods","1.00700307081108",1988,"DEC",0.92,1988.92
"3735","Clothing and footwear","Goods","1.01089288961629",1988,"DEC",0.92,1988.92
"3736","Other nondurable goods","Goods","1.0119547246598",1988,"DEC",0.92,1988.92
"3737","Motor vehicles and parts","Goods","1.01092549069428",1989,"JAN",0,1989
"3738","Furnishings and durable household equipment","Goods","1.00264896629419",1989,"JAN",0,1989
"3739","Recreational goods and vehicles","Goods","1.00662741072876",1989,"JAN",0,1989
"3740","Other durable goods","Goods","0.999508624147613",1989,"JAN",0,1989
"3741","Clothing and footwear","Goods","1.00646734712311",1989,"JAN",0,1989
"3742","Other nondurable goods","Goods","1.01712124228549",1989,"JAN",0,1989
"3743","Motor vehicles and parts","Goods","1.01500482797174",1989,"FEB",0.08,1989.08
"3744","Furnishings and durable household equipment","Goods","0.9952237037937",1989,"FEB",0.08,1989.08
"3745","Recreational goods and vehicles","Goods","1.00173730859429",1989,"FEB",0.08,1989.08
"3746","Other durable goods","Goods","1.00841625872723",1989,"FEB",0.08,1989.08
"3747","Clothing and footwear","Goods","0.995331659834215",1989,"FEB",0.08,1989.08
"3748","Other nondurable goods","Goods","1.0181627978284",1989,"FEB",0.08,1989.08
"3749","Motor vehicles and parts","Goods","1.01046226248007",1989,"MAR",0.17,1989.17
"3750","Furnishings and durable household equipment","Goods","0.98885709066553",1989,"MAR",0.17,1989.17
"3751","Recreational goods and vehicles","Goods","0.996109804327035",1989,"MAR",0.17,1989.17
"3752","Other durable goods","Goods","1.01012459491556",1989,"MAR",0.17,1989.17
"3753","Clothing and footwear","Goods","0.995142923959776",1989,"MAR",0.17,1989.17
"3754","Other nondurable goods","Goods","1.01807931919783",1989,"MAR",0.17,1989.17
"3755","Motor vehicles and parts","Goods","1.00682375117813",1989,"APR",0.25,1989.25
"3756","Furnishings and durable household equipment","Goods","0.987154570300638",1989,"APR",0.25,1989.25
"3757","Recreational goods and vehicles","Goods","0.991082813486118",1989,"APR",0.25,1989.25
"3758","Other durable goods","Goods","1.01607287977446",1989,"APR",0.25,1989.25
"3759","Clothing and footwear","Goods","0.997890976971263",1989,"APR",0.25,1989.25
"3760","Other nondurable goods","Goods","1.01279382195413",1989,"APR",0.25,1989.25
"3761","Motor vehicles and parts","Goods","1.00396800560778",1989,"MAY",0.33,1989.33
"3762","Furnishings and durable household equipment","Goods","0.993247522183988",1989,"MAY",0.33,1989.33
"3763","Recreational goods and vehicles","Goods","0.990442008684388",1989,"MAY",0.33,1989.33
"3764","Other durable goods","Goods","1.00902245167965",1989,"MAY",0.33,1989.33
"3765","Clothing and footwear","Goods","1.01186620580791",1989,"MAY",0.33,1989.33
"3766","Other nondurable goods","Goods","1.01245349867139",1989,"MAY",0.33,1989.33
"3767","Motor vehicles and parts","Goods","1.00424423772739",1989,"JUN",0.42,1989.42
"3768","Furnishings and durable household equipment","Goods","1.00391009852217",1989,"JUN",0.42,1989.42
"3769","Recreational goods and vehicles","Goods","1.00044979002591",1989,"JUN",0.42,1989.42
"3770","Other durable goods","Goods","1.00590825761199",1989,"JUN",0.42,1989.42
"3771","Clothing and footwear","Goods","1.00478135902674",1989,"JUN",0.42,1989.42
"3772","Other nondurable goods","Goods","1.01227383345678",1989,"JUN",0.42,1989.42
"3773","Motor vehicles and parts","Goods","0.999950073641379",1989,"JUL",0.5,1989.5
"3774","Furnishings and durable household equipment","Goods","1.00730611868213",1989,"JUL",0.5,1989.5
"3775","Recreational goods and vehicles","Goods","1.00131907262047",1989,"JUL",0.5,1989.5
"3776","Other durable goods","Goods","1.00607269459777",1989,"JUL",0.5,1989.5
"3777","Clothing and footwear","Goods","0.99417219019525",1989,"JUL",0.5,1989.5
"3778","Other nondurable goods","Goods","1.0141958607119",1989,"JUL",0.5,1989.5
"3779","Motor vehicles and parts","Goods","0.998616063636137",1989,"AUG",0.58,1989.58
"3780","Furnishings and durable household equipment","Goods","1.00853446818971",1989,"AUG",0.58,1989.58
"3781","Recreational goods and vehicles","Goods","0.99538344557897",1989,"AUG",0.58,1989.58
"3782","Other durable goods","Goods","1.01287536723387",1989,"AUG",0.58,1989.58
"3783","Clothing and footwear","Goods","0.97790867604472",1989,"AUG",0.58,1989.58
"3784","Other nondurable goods","Goods","1.01413749059542",1989,"AUG",0.58,1989.58
"3785","Motor vehicles and parts","Goods","0.997456739639954",1989,"SEP",0.67,1989.67
"3786","Furnishings and durable household equipment","Goods","1.00995951789493",1989,"SEP",0.67,1989.67
"3787","Recreational goods and vehicles","Goods","0.992914669099052",1989,"SEP",0.67,1989.67
"3788","Other durable goods","Goods","1.01682828022702",1989,"SEP",0.67,1989.67
"3789","Clothing and footwear","Goods","0.99183210844945",1989,"SEP",0.67,1989.67
"3790","Other nondurable goods","Goods","1.01275216891398",1989,"SEP",0.67,1989.67
"3791","Motor vehicles and parts","Goods","1.00051177072671",1989,"OCT",0.75,1989.75
"3792","Furnishings and durable household equipment","Goods","1.0089175281345",1989,"OCT",0.75,1989.75
"3793","Recreational goods and vehicles","Goods","0.996865651302085",1989,"OCT",0.75,1989.75
"3794","Other durable goods","Goods","1.00537845477387",1989,"OCT",0.75,1989.75
"3795","Clothing and footwear","Goods","1.00616049862949",1989,"OCT",0.75,1989.75
"3796","Other nondurable goods","Goods","1.0094411530333",1989,"OCT",0.75,1989.75
"3797","Motor vehicles and parts","Goods","1.00543105062738",1989,"NOV",0.83,1989.83
"3798","Furnishings and durable household equipment","Goods","1.00413591389987",1989,"NOV",0.83,1989.83
"3799","Recreational goods and vehicles","Goods","1.00935013913898",1989,"NOV",0.83,1989.83
"3800","Other durable goods","Goods","0.999542534553241",1989,"NOV",0.83,1989.83
"3801","Clothing and footwear","Goods","1.02103178605154",1989,"NOV",0.83,1989.83
"3802","Other nondurable goods","Goods","1.00617656700195",1989,"NOV",0.83,1989.83
"3803","Motor vehicles and parts","Goods","1.00832416758324",1989,"DEC",0.92,1989.92
"3804","Furnishings and durable household equipment","Goods","0.992970309807405",1989,"DEC",0.92,1989.92
"3805","Recreational goods and vehicles","Goods","1.0061519304784",1989,"DEC",0.92,1989.92
"3806","Other durable goods","Goods","0.99367816091954",1989,"DEC",0.92,1989.92
"3807","Clothing and footwear","Goods","1.00546894131091",1989,"DEC",0.92,1989.92
"3808","Other nondurable goods","Goods","1.00810197130767",1989,"DEC",0.92,1989.92
"3809","Motor vehicles and parts","Goods","1.00673694716487",1990,"JAN",0,1990
"3810","Furnishings and durable household equipment","Goods","0.99748005993371",1990,"JAN",0,1990
"3811","Recreational goods and vehicles","Goods","1.00034067631844",1990,"JAN",0,1990
"3812","Other durable goods","Goods","1.00846382131282",1990,"JAN",0,1990
"3813","Clothing and footwear","Goods","0.99661044378911",1990,"JAN",0,1990
"3814","Other nondurable goods","Goods","1.01146367833056",1990,"JAN",0,1990
"3815","Motor vehicles and parts","Goods","1.00127902644977",1990,"FEB",0.08,1990.08
"3816","Furnishings and durable household equipment","Goods","1.00390648704412",1990,"FEB",0.08,1990.08
"3817","Recreational goods and vehicles","Goods","0.996049379512562",1990,"FEB",0.08,1990.08
"3818","Other durable goods","Goods","1.04017800629059",1990,"FEB",0.08,1990.08
"3819","Clothing and footwear","Goods","1.01669255704113",1990,"FEB",0.08,1990.08
"3820","Other nondurable goods","Goods","1.0179529827329",1990,"FEB",0.08,1990.08
"3821","Motor vehicles and parts","Goods","0.995773111535315",1990,"MAR",0.17,1990.17
"3822","Furnishings and durable household equipment","Goods","1.01155189945031",1990,"MAR",0.17,1990.17
"3823","Recreational goods and vehicles","Goods","0.994668905264889",1990,"MAR",0.17,1990.17
"3824","Other durable goods","Goods","1.05589593279156",1990,"MAR",0.17,1990.17
"3825","Clothing and footwear","Goods","1.03286067363028",1990,"MAR",0.17,1990.17
"3826","Other nondurable goods","Goods","1.01493046668373",1990,"MAR",0.17,1990.17
"3827","Motor vehicles and parts","Goods","0.993506413036743",1990,"APR",0.25,1990.25
"3828","Furnishings and durable household equipment","Goods","1.00553056223589",1990,"APR",0.25,1990.25
"3829","Recreational goods and vehicles","Goods","0.9965358293294",1990,"APR",0.25,1990.25
"3830","Other durable goods","Goods","1.04465504389998",1990,"APR",0.25,1990.25
"3831","Clothing and footwear","Goods","1.03495809539275",1990,"APR",0.25,1990.25
"3832","Other nondurable goods","Goods","1.01264018731231",1990,"APR",0.25,1990.25
"3833","Motor vehicles and parts","Goods","0.994208326615654",1990,"MAY",0.33,1990.33
"3834","Furnishings and durable household equipment","Goods","1.00101248989399",1990,"MAY",0.33,1990.33
"3835","Recreational goods and vehicles","Goods","0.997086611438198",1990,"MAY",0.33,1990.33
"3836","Other durable goods","Goods","1.01557775302147",1990,"MAY",0.33,1990.33
"3837","Clothing and footwear","Goods","1.01051878543797",1990,"MAY",0.33,1990.33
"3838","Other nondurable goods","Goods","1.01061213489203",1990,"MAY",0.33,1990.33
"3839","Motor vehicles and parts","Goods","0.99626554467031",1990,"JUN",0.42,1990.42
"3840","Furnishings and durable household equipment","Goods","0.996553600580446",1990,"JUN",0.42,1990.42
"3841","Recreational goods and vehicles","Goods","0.996139038131077",1990,"JUN",0.42,1990.42
"3842","Other durable goods","Goods","1.0065080352418",1990,"JUN",0.42,1990.42
"3843","Clothing and footwear","Goods","1.0017990480765",1990,"JUN",0.42,1990.42
"3844","Other nondurable goods","Goods","1.01521519838601",1990,"JUN",0.42,1990.42
"3845","Motor vehicles and parts","Goods","0.998365992690624",1990,"JUL",0.5,1990.5
"3846","Furnishings and durable household equipment","Goods","1.00224834392117",1990,"JUL",0.5,1990.5
"3847","Recreational goods and vehicles","Goods","0.996621739281858",1990,"JUL",0.5,1990.5
"3848","Other durable goods","Goods","1.00230735016124",1990,"JUL",0.5,1990.5
"3849","Clothing and footwear","Goods","1.00156901030317",1990,"JUL",0.5,1990.5
"3850","Other nondurable goods","Goods","1.01636954627706",1990,"JUL",0.5,1990.5
"3851","Motor vehicles and parts","Goods","0.999975051767582",1990,"AUG",0.58,1990.58
"3852","Furnishings and durable household equipment","Goods","0.999841486703754",1990,"AUG",0.58,1990.58
"3853","Recreational goods and vehicles","Goods","0.995715125519824",1990,"AUG",0.58,1990.58
"3854","Other durable goods","Goods","1.00023045085405",1990,"AUG",0.58,1990.58
"3855","Clothing and footwear","Goods","1.00387180226715",1990,"AUG",0.58,1990.58
"3856","Other nondurable goods","Goods","1.01271751450097",1990,"AUG",0.58,1990.58
"3857","Motor vehicles and parts","Goods","1.0022990516412",1990,"SEP",0.67,1990.67
"3858","Furnishings and durable household equipment","Goods","1.00467934716661",1990,"SEP",0.67,1990.67
"3859","Recreational goods and vehicles","Goods","0.999209529320567",1990,"SEP",0.67,1990.67
"3860","Other durable goods","Goods","1.00602320733485",1990,"SEP",0.67,1990.67
"3861","Clothing and footwear","Goods","1.00507361979235",1990,"SEP",0.67,1990.67
"3862","Other nondurable goods","Goods","1.01246998426762",1990,"SEP",0.67,1990.67
"3863","Motor vehicles and parts","Goods","1.00413543228386",1990,"OCT",0.75,1990.75
"3864","Furnishings and durable household equipment","Goods","1.0028605841614",1990,"OCT",0.75,1990.75
"3865","Recreational goods and vehicles","Goods","0.999488922281241",1990,"OCT",0.75,1990.75
"3866","Other durable goods","Goods","1.01350714186659",1990,"OCT",0.75,1990.75
"3867","Clothing and footwear","Goods","1.00101825903814",1990,"OCT",0.75,1990.75
"3868","Other nondurable goods","Goods","1.01031964524159",1990,"OCT",0.75,1990.75
"3869","Motor vehicles and parts","Goods","1.00526420837284",1990,"NOV",0.83,1990.83
"3870","Furnishings and durable household equipment","Goods","0.996210176657104",1990,"NOV",0.83,1990.83
"3871","Recreational goods and vehicles","Goods","0.999597657667901",1990,"NOV",0.83,1990.83
"3872","Other durable goods","Goods","1.01402661554908",1990,"NOV",0.83,1990.83
"3873","Clothing and footwear","Goods","0.999329618666202",1990,"NOV",0.83,1990.83
"3874","Other nondurable goods","Goods","1.00962820322915",1990,"NOV",0.83,1990.83
"3875","Motor vehicles and parts","Goods","1.01148135681963",1990,"DEC",0.92,1990.92
"3876","Furnishings and durable household equipment","Goods","0.994293176722804",1990,"DEC",0.92,1990.92
"3877","Recreational goods and vehicles","Goods","0.988815388347287",1990,"DEC",0.92,1990.92
"3878","Other durable goods","Goods","0.98501838319565",1990,"DEC",0.92,1990.92
"3879","Clothing and footwear","Goods","1.00238522720373",1990,"DEC",0.92,1990.92
"3880","Other nondurable goods","Goods","1.00940495272989",1990,"DEC",0.92,1990.92
"3881","Motor vehicles and parts","Goods","1.0169464110189",1991,"JAN",0,1991
"3882","Furnishings and durable household equipment","Goods","0.9932517639994",1991,"JAN",0,1991
"3883","Recreational goods and vehicles","Goods","0.989312139713563",1991,"JAN",0,1991
"3884","Other durable goods","Goods","1.00619378614562",1991,"JAN",0,1991
"3885","Clothing and footwear","Goods","1.00324294247037",1991,"JAN",0,1991
"3886","Other nondurable goods","Goods","1.01543557361267",1991,"JAN",0,1991
"3887","Motor vehicles and parts","Goods","1.01739756285211",1991,"FEB",0.08,1991.08
"3888","Furnishings and durable household equipment","Goods","1.00710074417618",1991,"FEB",0.08,1991.08
"3889","Recreational goods and vehicles","Goods","1.00207377203383",1991,"FEB",0.08,1991.08
"3890","Other durable goods","Goods","1.00388075979278",1991,"FEB",0.08,1991.08
"3891","Clothing and footwear","Goods","1.00503558889383",1991,"FEB",0.08,1991.08
"3892","Other nondurable goods","Goods","1.01983894105373",1991,"FEB",0.08,1991.08
"3893","Motor vehicles and parts","Goods","1.01112918731051",1991,"MAR",0.17,1991.17
"3894","Furnishings and durable household equipment","Goods","1.00573957803473",1991,"MAR",0.17,1991.17
"3895","Recreational goods and vehicles","Goods","1.01575335653904",1991,"MAR",0.17,1991.17
"3896","Other durable goods","Goods","1.02366125864492",1991,"MAR",0.17,1991.17
"3897","Clothing and footwear","Goods","0.99808770593936",1991,"MAR",0.17,1991.17
"3898","Other nondurable goods","Goods","1.02036847989889",1991,"MAR",0.17,1991.17
"3899","Motor vehicles and parts","Goods","1.00490621903026",1991,"APR",0.25,1991.25
"3900","Furnishings and durable household equipment","Goods","1.00151903326003",1991,"APR",0.25,1991.25
"3901","Recreational goods and vehicles","Goods","1.01173986318587",1991,"APR",0.25,1991.25
"3902","Other durable goods","Goods","1.0125742260097",1991,"APR",0.25,1991.25
"3903","Clothing and footwear","Goods","1.00226185524126",1991,"APR",0.25,1991.25
"3904","Other nondurable goods","Goods","1.01714524448444",1991,"APR",0.25,1991.25
"3905","Motor vehicles and parts","Goods","1.00423232668195",1991,"MAY",0.33,1991.33
"3906","Furnishings and durable household equipment","Goods","1.00415365514128",1991,"MAY",0.33,1991.33
"3907","Recreational goods and vehicles","Goods","0.991298577123073",1991,"MAY",0.33,1991.33
"3908","Other durable goods","Goods","1.00888128411961",1991,"MAY",0.33,1991.33
"3909","Clothing and footwear","Goods","1.00748086441692",1991,"MAY",0.33,1991.33
"3910","Other nondurable goods","Goods","1.01334697335401",1991,"MAY",0.33,1991.33
"3911","Motor vehicles and parts","Goods","1.00589948927975",1991,"JUN",0.42,1991.42
"3912","Furnishings and durable household equipment","Goods","1.00200040763023",1991,"JUN",0.42,1991.42
"3913","Recreational goods and vehicles","Goods","0.985881293203047",1991,"JUN",0.42,1991.42
"3914","Other durable goods","Goods","0.994889747669925",1991,"JUN",0.42,1991.42
"3915","Clothing and footwear","Goods","1.00873017937181",1991,"JUN",0.42,1991.42
"3916","Other nondurable goods","Goods","1.00873431792917",1991,"JUN",0.42,1991.42
"3917","Motor vehicles and parts","Goods","1.01060462171573",1991,"JUL",0.5,1991.5
"3918","Furnishings and durable household equipment","Goods","1.01023980923922",1991,"JUL",0.5,1991.5
