"","Item","aggregate","Inflation","year","m","mnum","timep"
"3408","Furnishings and durable household equipment","Goods","1.00484791491018",1984,"JUN",0.42,1984.42
"3409","Recreational goods and vehicles","Goods","0.99680363367912",1984,"JUN",0.42,1984.42
"3410","Other durable goods","Goods","1.00627153185501",1984,"JUN",0.42,1984.42
"3411","Clothing and footwear","Goods","0.993394127230103",1984,"JUN",0.42,1984.42
"3412","Other nondurable goods","Goods","1.00847106988088",1984,"JUN",0.42,1984.42
"3413","Motor vehicles and parts","Goods","1.00890010818608",1984,"JUL",0.5,1984.5
"3414","Furnishings and durable household equipment","Goods","0.995144497499779",1984,"JUL",0.5,1984.5
"3415","Recreational goods and vehicles","Goods","0.988090240713866",1984,"JUL",0.5,1984.5
"3416","Other durable goods","Goods","1.00567568550881",1984,"JUL",0.5,1984.5
"3417","Clothing and footwear","Goods","0.999960258320914",1984,"JUL",0.5,1984.5
"3418","Other nondurable goods","Goods","1.01061082781816",1984,"JUL",0.5,1984.5
"3419","Motor vehicles and parts","Goods","1.0081772846816",1984,"AUG",0.58,1984.58
"3420","Furnishings and durable household equipment","Goods","0.998501184547696",1984,"AUG",0.58,1984.58
"3421","Recreational goods and vehicles","Goods","0.995899504682689",1984,"AUG",0.58,1984.58
"3422","Other durable goods","Goods","0.997163808254045",1984,"AUG",0.58,1984.58
"3423","Clothing and footwear","Goods","1.0094025172877",1984,"AUG",0.58,1984.58
"3424","Other nondurable goods","Goods","1.01088228918274",1984,"AUG",0.58,1984.58
"3425","Motor vehicles and parts","Goods","1.00573131591013",1984,"SEP",0.67,1984.67
"3426","Furnishings and durable household equipment","Goods","1.00647035094796",1984,"SEP",0.67,1984.67
"3427","Recreational goods and vehicles","Goods","0.99860555598158",1984,"SEP",0.67,1984.67
"3428","Other durable goods","Goods","0.994105095656577",1984,"SEP",0.67,1984.67
"3429","Clothing and footwear","Goods","1.01573952781417",1984,"SEP",0.67,1984.67
"3430","Other nondurable goods","Goods","1.0107320233211",1984,"SEP",0.67,1984.67
"3431","Motor vehicles and parts","Goods","1.00278802436304",1984,"OCT",0.75,1984.75
"3432","Furnishings and durable household equipment","Goods","1.00768695483307",1984,"OCT",0.75,1984.75
"3433","Recreational goods and vehicles","Goods","0.99933037159319",1984,"OCT",0.75,1984.75
"3434","Other durable goods","Goods","0.996044618631293",1984,"OCT",0.75,1984.75
"3435","Clothing and footwear","Goods","1.01104862587684",1984,"OCT",0.75,1984.75
"3436","Other nondurable goods","Goods","1.00622665006227",1984,"OCT",0.75,1984.75
"3437","Motor vehicles and parts","Goods","1.00166780704755",1984,"NOV",0.83,1984.83
"3438","Furnishings and durable household equipment","Goods","1.00846568532507",1984,"NOV",0.83,1984.83
"3439","Recreational goods and vehicles","Goods","0.998319931828003",1984,"NOV",0.83,1984.83
"3440","Other durable goods","Goods","1.00453379684214",1984,"NOV",0.83,1984.83
"3441","Clothing and footwear","Goods","1.00146870379497",1984,"NOV",0.83,1984.83
"3442","Other nondurable goods","Goods","1.00703379653457",1984,"NOV",0.83,1984.83
"3443","Motor vehicles and parts","Goods","1.00138192386597",1984,"DEC",0.92,1984.92
"3444","Furnishings and durable household equipment","Goods","1.0008977811979",1984,"DEC",0.92,1984.92
"3445","Recreational goods and vehicles","Goods","0.996568636366392",1984,"DEC",0.92,1984.92
"3446","Other durable goods","Goods","0.997198777648428",1984,"DEC",0.92,1984.92
"3447","Clothing and footwear","Goods","1.00377053860618",1984,"DEC",0.92,1984.92
"3448","Other nondurable goods","Goods","1.00692204157498",1984,"DEC",0.92,1984.92
"3449","Motor vehicles and parts","Goods","1.006259178465",1985,"JAN",0,1985
"3450","Furnishings and durable household equipment","Goods","0.999951821160146",1985,"JAN",0,1985
"3451","Recreational goods and vehicles","Goods","0.99889265202754",1985,"JAN",0,1985
"3452","Other durable goods","Goods","0.992990060171677",1985,"JAN",0,1985
"3453","Clothing and footwear","Goods","1.00213251046601",1985,"JAN",0,1985
"3454","Other nondurable goods","Goods","1.01019972686924",1985,"JAN",0,1985
"3455","Motor vehicles and parts","Goods","1.01023210804195",1985,"FEB",0.08,1985.08
"3456","Furnishings and durable household equipment","Goods","1.00349709109242",1985,"FEB",0.08,1985.08
"3457","Recreational goods and vehicles","Goods","0.999463981585239",1985,"FEB",0.08,1985.08
"3458","Other durable goods","Goods","1.00202071535744",1985,"FEB",0.08,1985.08
"3459","Clothing and footwear","Goods","1.01295288339452",1985,"FEB",0.08,1985.08
"3460","Other nondurable goods","Goods","1.01235093696763",1985,"FEB",0.08,1985.08
"3461","Motor vehicles and parts","Goods","1.01165189432201",1985,"MAR",0.17,1985.17
"3462","Furnishings and durable household equipment","Goods","1.00297924141466",1985,"MAR",0.17,1985.17
"3463","Recreational goods and vehicles","Goods","1.00409206953679",1985,"MAR",0.17,1985.17
"3464","Other durable goods","Goods","1.01286588109396",1985,"MAR",0.17,1985.17
"3465","Clothing and footwear","Goods","1.01159278148293",1985,"MAR",0.17,1985.17
"3466","Other nondurable goods","Goods","1.01067238123528",1985,"MAR",0.17,1985.17
"3467","Motor vehicles and parts","Goods","1.00809056903197",1985,"APR",0.25,1985.25
"3468","Furnishings and durable household equipment","Goods","1.01286437003132",1985,"APR",0.25,1985.25
"3469","Recreational goods and vehicles","Goods","0.999460912071922",1985,"APR",0.25,1985.25
"3470","Other durable goods","Goods","1.01881294350021",1985,"APR",0.25,1985.25
"3471","Clothing and footwear","Goods","1.0078646727139",1985,"APR",0.25,1985.25
"3472","Other nondurable goods","Goods","1.00939968738118",1985,"APR",0.25,1985.25
"3473","Motor vehicles and parts","Goods","1.00121147236153",1985,"MAY",0.33,1985.33
"3474","Furnishings and durable household equipment","Goods","1.00467312078343",1985,"MAY",0.33,1985.33
"3475","Recreational goods and vehicles","Goods","0.988745671606752",1985,"MAY",0.33,1985.33
"3476","Other durable goods","Goods","1.00597746676166",1985,"MAY",0.33,1985.33
"3477","Clothing and footwear","Goods","0.999135208667347",1985,"MAY",0.33,1985.33
"3478","Other nondurable goods","Goods","1.00793016407236",1985,"MAY",0.33,1985.33
"3479","Motor vehicles and parts","Goods","1.00201102548236",1985,"JUN",0.42,1985.42
"3480","Furnishings and durable household equipment","Goods","1.00193235171995",1985,"JUN",0.42,1985.42
"3481","Recreational goods and vehicles","Goods","0.982955245402056",1985,"JUN",0.42,1985.42
"3482","Other durable goods","Goods","1.00156079288278",1985,"JUN",0.42,1985.42
"3483","Clothing and footwear","Goods","1.00494463942914",1985,"JUN",0.42,1985.42
"3484","Other nondurable goods","Goods","1.00900617206197",1985,"JUN",0.42,1985.42
"3485","Motor vehicles and parts","Goods","1.00068871491419",1985,"JUL",0.5,1985.5
"3486","Furnishings and durable household equipment","Goods","0.990628864998573",1985,"JUL",0.5,1985.5
"3487","Recreational goods and vehicles","Goods","0.988162056938924",1985,"JUL",0.5,1985.5
"3488","Other durable goods","Goods","0.999772621198885",1985,"JUL",0.5,1985.5
"3489","Clothing and footwear","Goods","1.00548760909542",1985,"JUL",0.5,1985.5
"3490","Other nondurable goods","Goods","1.00864251783958",1985,"JUL",0.5,1985.5
"3491","Motor vehicles and parts","Goods","1.00482595604581",1985,"AUG",0.58,1985.58
"3492","Furnishings and durable household equipment","Goods","0.992753048006096",1985,"AUG",0.58,1985.58
"3493","Recreational goods and vehicles","Goods","0.990942770591125",1985,"AUG",0.58,1985.58
"3494","Other durable goods","Goods","1.00907497659232",1985,"AUG",0.58,1985.58
"3495","Clothing and footwear","Goods","1.00441522572112",1985,"AUG",0.58,1985.58
"3496","Other nondurable goods","Goods","1.01062253479976",1985,"AUG",0.58,1985.58
"3497","Motor vehicles and parts","Goods","1.00499642110286",1985,"SEP",0.67,1985.67
"3498","Furnishings and durable household equipment","Goods","0.993847527056536",1985,"SEP",0.67,1985.67
"3499","Recreational goods and vehicles","Goods","0.99500541371241",1985,"SEP",0.67,1985.67
"3500","Other durable goods","Goods","0.997794320374965",1985,"SEP",0.67,1985.67
"3501","Clothing and footwear","Goods","0.998668621927218",1985,"SEP",0.67,1985.67
"3502","Other nondurable goods","Goods","1.01196346461935",1985,"SEP",0.67,1985.67
"3503","Motor vehicles and parts","Goods","1.00657340300017",1985,"OCT",0.75,1985.75
"3504","Furnishings and durable household equipment","Goods","1.00472989195678",1985,"OCT",0.75,1985.75
"3505","Recreational goods and vehicles","Goods","0.994003964524483",1985,"OCT",0.75,1985.75
"3506","Other durable goods","Goods","0.99772569486007",1985,"OCT",0.75,1985.75
"3507","Clothing and footwear","Goods","1.00162568583621",1985,"OCT",0.75,1985.75
"3508","Other nondurable goods","Goods","1.0143153526971",1985,"OCT",0.75,1985.75
"3509","Motor vehicles and parts","Goods","1.00386462606942",1985,"NOV",0.83,1985.83
"3510","Furnishings and durable household equipment","Goods","1.01084983729242",1985,"NOV",0.83,1985.83
"3511","Recreational goods and vehicles","Goods","0.994363142511903",1985,"NOV",0.83,1985.83
"3512","Other durable goods","Goods","0.992588803502177",1985,"NOV",0.83,1985.83
"3513","Clothing and footwear","Goods","1.00745546088304",1985,"NOV",0.83,1985.83
"3514","Other nondurable goods","Goods","1.01077933341593",1985,"NOV",0.83,1985.83
"3515","Motor vehicles and parts","Goods","1.00364489505216",1985,"DEC",0.92,1985.92
"3516","Furnishings and durable household equipment","Goods","1.01080140490434",1985,"DEC",0.92,1985.92
"3517","Recreational goods and vehicles","Goods","0.987387878487537",1985,"DEC",0.92,1985.92
"3518","Other durable goods","Goods","1.00675180508668",1985,"DEC",0.92,1985.92
"3519","Clothing and footwear","Goods","1.00538091465889",1985,"DEC",0.92,1985.92
"3520","Other nondurable goods","Goods","1.0089847444385",1985,"DEC",0.92,1985.92
"3521","Motor vehicles and parts","Goods","1.00562346505916",1986,"JAN",0,1986
"3522","Furnishings and durable household equipment","Goods","1.00336145163731",1986,"JAN",0,1986
"3523","Recreational goods and vehicles","Goods","0.988226672171759",1986,"JAN",0,1986
"3524","Other durable goods","Goods","1.00341923409156",1986,"JAN",0,1986
"3525","Clothing and footwear","Goods","1.00615405423683",1986,"JAN",0,1986
"3526","Other nondurable goods","Goods","1.01028840253631",1986,"JAN",0,1986
"3527","Motor vehicles and parts","Goods","1.00454716639002",1986,"FEB",0.08,1986.08
"3528","Furnishings and durable household equipment","Goods","0.992240642895561",1986,"FEB",0.08,1986.08
"3529","Recreational goods and vehicles","Goods","0.99151028445844",1986,"FEB",0.08,1986.08
"3530","Other durable goods","Goods","1.00735866920744",1986,"FEB",0.08,1986.08
"3531","Clothing and footwear","Goods","0.98918789043729",1986,"FEB",0.08,1986.08
"3532","Other nondurable goods","Goods","1.01411702214595",1986,"FEB",0.08,1986.08
"3533","Motor vehicles and parts","Goods","1.00328379807425",1986,"MAR",0.17,1986.17
"3534","Furnishings and durable household equipment","Goods","1.00204675810968",1986,"MAR",0.17,1986.17
"3535","Recreational goods and vehicles","Goods","0.993958443122788",1986,"MAR",0.17,1986.17
"3536","Other durable goods","Goods","0.996193271996086",1986,"MAR",0.17,1986.17
"3537","Clothing and footwear","Goods","0.983069250799935",1986,"MAR",0.17,1986.17
"3538","Other nondurable goods","Goods","1.01267447784004",1986,"MAR",0.17,1986.17
"3539","Motor vehicles and parts","Goods","1.00238666796176",1986,"APR",0.25,1986.25
"3540","Furnishings and durable household equipment","Goods","1.00211967006184",1986,"APR",0.25,1986.25
"3541","Recreational goods and vehicles","Goods","0.990446984209218",1986,"APR",0.25,1986.25
"3542","Other durable goods","Goods","1.00548800172173",1986,"APR",0.25,1986.25
"3543","Clothing and footwear","Goods","0.982025233806387",1986,"APR",0.25,1986.25
"3544","Other nondurable goods","Goods","1.00785536412042",1986,"APR",0.25,1986.25
"3545","Motor vehicles and parts","Goods","1.01006678793096",1986,"MAY",0.33,1986.33
"3546","Furnishings and durable household equipment","Goods","1.0067917128349",1986,"MAY",0.33,1986.33
"3547","Recreational goods and vehicles","Goods","0.991098196384389",1986,"MAY",0.33,1986.33
"3548","Other durable goods","Goods","1.00712645592662",1986,"MAY",0.33,1986.33
"3549","Clothing and footwear","Goods","0.992227350012145",1986,"MAY",0.33,1986.33
"3550","Other nondurable goods","Goods","1.00433127178227",1986,"MAY",0.33,1986.33
"3551","Motor vehicles and parts","Goods","1.01500610229668",1986,"JUN",0.42,1986.42
"3552","Furnishings and durable household equipment","Goods","1.00528061689006",1986,"JUN",0.42,1986.42
"3553","Recreational goods and vehicles","Goods","0.993374696769823",1986,"JUN",0.42,1986.42
"3554","Other durable goods","Goods","1.01659080019166",1986,"JUN",0.42,1986.42
"3555","Clothing and footwear","Goods","0.997448904788435",1986,"JUN",0.42,1986.42
"3556","Other nondurable goods","Goods","1.00551341127231",1986,"JUN",0.42,1986.42
"3557","Motor vehicles and parts","Goods","1.01825883525519",1986,"JUL",0.5,1986.5
"3558","Furnishings and durable household equipment","Goods","1.0078586706805",1986,"JUL",0.5,1986.5
"3559","Recreational goods and vehicles","Goods","0.991936708540382",1986,"JUL",0.5,1986.5
"3560","Other durable goods","Goods","1.01361539193303",1986,"JUL",0.5,1986.5
"3561","Clothing and footwear","Goods","1.00027377437081",1986,"JUL",0.5,1986.5
"3562","Other nondurable goods","Goods","1.00990337679034",1986,"JUL",0.5,1986.5
"3563","Motor vehicles and parts","Goods","1.01436544594743",1986,"AUG",0.58,1986.58
"3564","Furnishings and durable household equipment","Goods","1.00368173936452",1986,"AUG",0.58,1986.58
"3565","Recreational goods and vehicles","Goods","0.995286109878031",1986,"AUG",0.58,1986.58
"3566","Other durable goods","Goods","1.02127533903511",1986,"AUG",0.58,1986.58
"3567","Clothing and footwear","Goods","1.00872460220318",1986,"AUG",0.58,1986.58
"3568","Other nondurable goods","Goods","1.01155373691178",1986,"AUG",0.58,1986.58
"3569","Motor vehicles and parts","Goods","1.0104801464761",1986,"SEP",0.67,1986.67
"3570","Furnishings and durable household equipment","Goods","1.0035990486541",1986,"SEP",0.67,1986.67
"3571","Recreational goods and vehicles","Goods","0.993523244731547",1986,"SEP",0.67,1986.67
"3572","Other durable goods","Goods","1.01712131031638",1986,"SEP",0.67,1986.67
"3573","Clothing and footwear","Goods","1.01199435559737",1986,"SEP",0.67,1986.67
"3574","Other nondurable goods","Goods","1.0097856756919",1986,"SEP",0.67,1986.67
"3575","Motor vehicles and parts","Goods","1.00787133962315",1986,"OCT",0.75,1986.75
"3576","Furnishings and durable household equipment","Goods","1.00291616229897",1986,"OCT",0.75,1986.75
"3577","Recreational goods and vehicles","Goods","0.995974918190691",1986,"OCT",0.75,1986.75
"3578","Other durable goods","Goods","1.01221243298413",1986,"OCT",0.75,1986.75
"3579","Clothing and footwear","Goods","1.00650036167426",1986,"OCT",0.75,1986.75
"3580","Other nondurable goods","Goods","1.00507220432032",1986,"OCT",0.75,1986.75
"3581","Motor vehicles and parts","Goods","1.01115342395208",1986,"NOV",0.83,1986.83
"3582","Furnishings and durable household equipment","Goods","1.00298191915686",1986,"NOV",0.83,1986.83
"3583","Recreational goods and vehicles","Goods","0.99450556452298",1986,"NOV",0.83,1986.83
"3584","Other durable goods","Goods","1.00702115600384",1986,"NOV",0.83,1986.83
"3585","Clothing and footwear","Goods","0.999504931272812",1986,"NOV",0.83,1986.83
"3586","Other nondurable goods","Goods","1.0032916914535",1986,"NOV",0.83,1986.83
"3587","Motor vehicles and parts","Goods","1.01118277825105",1986,"DEC",0.92,1986.92
"3588","Furnishings and durable household equipment","Goods","1.00428453721505",1986,"DEC",0.92,1986.92
"3589","Recreational goods and vehicles","Goods","0.996987797702796",1986,"DEC",0.92,1986.92
"3590","Other durable goods","Goods","1.01165457957784",1986,"DEC",0.92,1986.92
"3591","Clothing and footwear","Goods","1.0031082965373",1986,"DEC",0.92,1986.92
"3592","Other nondurable goods","Goods","1.00820451843044",1986,"DEC",0.92,1986.92
"3593","Motor vehicles and parts","Goods","1.01166758838367",1987,"JAN",0,1987
"3594","Furnishings and durable household equipment","Goods","1.00197502997813",1987,"JAN",0,1987
"3595","Recreational goods and vehicles","Goods","1.00701525166095",1987,"JAN",0,1987
"3596","Other durable goods","Goods","1.02309867643309",1987,"JAN",0,1987
"3597","Clothing and footwear","Goods","1.00952732428836",1987,"JAN",0,1987
"3598","Other nondurable goods","Goods","1.0125670407093",1987,"JAN",0,1987
"3599","Motor vehicles and parts","Goods","1.00288157400954",1987,"FEB",0.08,1987.08
"3600","Furnishings and durable household equipment","Goods","1.01068097088295",1987,"FEB",0.08,1987.08
"3601","Recreational goods and vehicles","Goods","1.00534326528607",1987,"FEB",0.08,1987.08
"3602","Other durable goods","Goods","1.02400643234551",1987,"FEB",0.08,1987.08
"3603","Clothing and footwear","Goods","1.01396591074637",1987,"FEB",0.08,1987.08
"3604","Other nondurable goods","Goods","1.01604869950194",1987,"FEB",0.08,1987.08
"3605","Motor vehicles and parts","Goods","1.00538914148168",1987,"MAR",0.17,1987.17
"3606","Furnishings and durable household equipment","Goods","1.0033286190919",1987,"MAR",0.17,1987.17
"3607","Recreational goods and vehicles","Goods","1.00683160885992",1987,"MAR",0.17,1987.17
"3608","Other durable goods","Goods","1.02756401447483",1987,"MAR",0.17,1987.17
"3609","Clothing and footwear","Goods","1.01425772011622",1987,"MAR",0.17,1987.17
"3610","Other nondurable goods","Goods","1.01468333529897",1987,"MAR",0.17,1987.17
"3611","Motor vehicles and parts","Goods","1.00947974720674",1987,"APR",0.25,1987.25
"3612","Furnishings and durable household equipment","Goods","1.00950369588173",1987,"APR",0.25,1987.25
"3613","Recreational goods and vehicles","Goods","0.994530352304672",1987,"APR",0.25,1987.25
"3614","Other durable goods","Goods","1.0172189181535",1987,"APR",0.25,1987.25
"3615","Clothing and footwear","Goods","1.01504598453073",1987,"APR",0.25,1987.25
"3616","Other nondurable goods","Goods","1.01123837072942",1987,"APR",0.25,1987.25
"3617","Motor vehicles and parts","Goods","1.02058080639341",1987,"MAY",0.33,1987.33
"3618","Furnishings and durable household equipment","Goods","1.00003112840467",1987,"MAY",0.33,1987.33
"3619","Recreational goods and vehicles","Goods","0.99355078544041",1987,"MAY",0.33,1987.33
"3620","Other durable goods","Goods","1.00788558609086",1987,"MAY",0.33,1987.33
"3621","Clothing and footwear","Goods","1.01365861134259",1987,"MAY",0.33,1987.33
"3622","Other nondurable goods","Goods","1.01015406162465",1987,"MAY",0.33,1987.33
"3623","Motor vehicles and parts","Goods","1.02202625593552",1987,"JUN",0.42,1987.42
"3624","Furnishings and durable household equipment","Goods","1.00093452849144",1987,"JUN",0.42,1987.42
"3625","Recreational goods and vehicles","Goods","0.987249242897251",1987,"JUN",0.42,1987.42
"3626","Other durable goods","Goods","1.01345131559885",1987,"JUN",0.42,1987.42
"3627","Clothing and footwear","Goods","1.00436851622728",1987,"JUN",0.42,1987.42
"3628","Other nondurable goods","Goods","1.00999593188819",1987,"JUN",0.42,1987.42
"3629","Motor vehicles and parts","Goods","1.01892673649175",1987,"JUL",0.5,1987.5
"3630","Furnishings and durable household equipment","Goods","1.00003099333643",1987,"JUL",0.5,1987.5
"3631","Recreational goods and vehicles","Goods","0.985847789663067",1987,"JUL",0.5,1987.5
"3632","Other durable goods","Goods","1.01701653766914",1987,"JUL",0.5,1987.5
"3633","Clothing and footwear","Goods","0.998161346576693",1987,"JUL",0.5,1987.5
"3634","Other nondurable goods","Goods","1.01167397901003",1987,"JUL",0.5,1987.5
"3635","Motor vehicles and parts","Goods","1.01298990401613",1987,"AUG",0.58,1987.58
"3636","Furnishings and durable household equipment","Goods","1.00461464234576",1987,"AUG",0.58,1987.58
"3637","Recreational goods and vehicles","Goods","0.987922235359265",1987,"AUG",0.58,1987.58
"3638","Other durable goods","Goods","1.02491847795844",1987,"AUG",0.58,1987.58
"3639","Clothing and footwear","Goods","0.999735422237761",1987,"AUG",0.58,1987.58
"3640","Other nondurable goods","Goods","1.00899287502407",1987,"AUG",0.58,1987.58
"3641","Motor vehicles and parts","Goods","1.00992985332969",1987,"SEP",0.67,1987.67
"3642","Furnishings and durable household equipment","Goods","1.00724361418223",1987,"SEP",0.67,1987.67
"3643","Recreational goods and vehicles","Goods","0.995007206315744",1987,"SEP",0.67,1987.67
"3644","Other durable goods","Goods","1.01790230706635",1987,"SEP",0.67,1987.67
"3645","Clothing and footwear","Goods","1.00606468364146",1987,"SEP",0.67,1987.67
"3646","Other nondurable goods","Goods","1.00922569384506",1987,"SEP",0.67,1987.67
"3647","Motor vehicles and parts","Goods","1.00865890648899",1987,"OCT",0.75,1987.75
"3648","Furnishings and durable household equipment","Goods","1.00078255749086",1987,"OCT",0.75,1987.75
"3649","Recreational goods and vehicles","Goods","1.00278069084815",1987,"OCT",0.75,1987.75
"3650","Other durable goods","Goods","1.0189546992543",1987,"OCT",0.75,1987.75
"3651","Clothing and footwear","Goods","1.01601815454148",1987,"OCT",0.75,1987.75
"3652","Other nondurable goods","Goods","1.00651472021092",1987,"OCT",0.75,1987.75
"3653","Motor vehicles and parts","Goods","1.00725190346307",1987,"NOV",0.83,1987.83
"3654","Furnishings and durable household equipment","Goods","0.998597953476843",1987,"NOV",0.83,1987.83
"3655","Recreational goods and vehicles","Goods","1.006042374532",1987,"NOV",0.83,1987.83
"3656","Other durable goods","Goods","1.00903444381705",1987,"NOV",0.83,1987.83
"3657","Clothing and footwear","Goods","1.01772194969802",1987,"NOV",0.83,1987.83
"3658","Other nondurable goods","Goods","1.00725232360631",1987,"NOV",0.83,1987.83
"3659","Motor vehicles and parts","Goods","1.00047679183526",1987,"DEC",0.92,1987.92
"3660","Furnishings and durable household equipment","Goods","0.995380741244265",1987,"DEC",0.92,1987.92
"3661","Recreational goods and vehicles","Goods","1.00073938112503",1987,"DEC",0.92,1987.92
"3662","Other durable goods","Goods","1.00942030551174",1987,"DEC",0.92,1987.92
"3663","Clothing and footwear","Goods","1.0100405956541",1987,"DEC",0.92,1987.92
"3664","Other nondurable goods","Goods","1.0054354023338",1987,"DEC",0.92,1987.92
"3665","Motor vehicles and parts","Goods","0.990156013056776",1988,"JAN",0,1988
"3666","Furnishings and durable household equipment","Goods","0.999914837610808",1988,"JAN",0,1988
"3667","Recreational goods and vehicles","Goods","0.997511649319369",1988,"JAN",0,1988
"3668","Other durable goods","Goods","1.01525995658435",1988,"JAN",0,1988
"3669","Clothing and footwear","Goods","1.00684080183169",1988,"JAN",0,1988
"3670","Other nondurable goods","Goods","1.01267937134614",1988,"JAN",0,1988
"3671","Motor vehicles and parts","Goods","0.987461498973306",1988,"FEB",0.08,1988.08
"3672","Furnishings and durable household equipment","Goods","0.999387197865277",1988,"FEB",0.08,1988.08
"3673","Recreational goods and vehicles","Goods","0.998302722098171",1988,"FEB",0.08,1988.08
"3674","Other durable goods","Goods","1.01793939133055",1988,"FEB",0.08,1988.08
"3675","Clothing and footwear","Goods","0.987490248523348",1988,"FEB",0.08,1988.08
"3676","Other nondurable goods","Goods","1.01515811811964",1988,"FEB",0.08,1988.08
"3677","Motor vehicles and parts","Goods","0.989798941253751",1988,"MAR",0.17,1988.17
"3678","Furnishings and durable household equipment","Goods","1.01251746081018",1988,"MAR",0.17,1988.17
"3679","Recreational goods and vehicles","Goods","1.00263560967917",1988,"MAR",0.17,1988.17
"3680","Other durable goods","Goods","1.02012029367067",1988,"MAR",0.17,1988.17
"3681","Clothing and footwear","Goods","1.00285354595048",1988,"MAR",0.17,1988.17
"3682","Other nondurable goods","Goods","1.01330712233479",1988,"MAR",0.17,1988.17
"3683","Motor vehicles and parts","Goods","0.999169348977261",1988,"APR",0.25,1988.25
"3684","Furnishings and durable household equipment","Goods","1.01125787819193",1988,"APR",0.25,1988.25
"3685","Recreational goods and vehicles","Goods","1.00313224832309",1988,"APR",0.25,1988.25
"3686","Other durable goods","Goods","1.01374981476385",1988,"APR",0.25,1988.25
"3687","Clothing and footwear","Goods","1.01273471509324",1988,"APR",0.25,1988.25
"3688","Other nondurable goods","Goods","1.01109611635927",1988,"APR",0.25,1988.25
"3689","Motor vehicles and parts","Goods","1.00361306421637",1988,"MAY",0.33,1988.33
"3690","Furnishings and durable household equipment","Goods","1.01307077935686",1988,"MAY",0.33,1988.33
"3691","Recreational goods and vehicles","Goods","0.998523939121647",1988,"MAY",0.33,1988.33
"3692","Other durable goods","Goods","1.01659777357254",1988,"MAY",0.33,1988.33
"3693","Clothing and footwear","Goods","1.02672836197086",1988,"MAY",0.33,1988.33
"3694","Other nondurable goods","Goods","1.01006028706348",1988,"MAY",0.33,1988.33
"3695","Motor vehicles and parts","Goods","1.00968157507775",1988,"JUN",0.42,1988.42
"3696","Furnishings and durable household equipment","Goods","1.00210005135162",1988,"JUN",0.42,1988.42
"3697","Recreational goods and vehicles","Goods","0.998287047710569",1988,"JUN",0.42,1988.42
"3698","Other durable goods","Goods","1.01020793554208",1988,"JUN",0.42,1988.42
"3699","Clothing and footwear","Goods","1.01831859476851",1988,"JUN",0.42,1988.42
"3700","Other nondurable goods","Goods","1.01218101775854",1988,"JUN",0.42,1988.42
"3701","Motor vehicles and parts","Goods","1.01070352280993",1988,"JUL",0.5,1988.5
"3702","Furnishings and durable household equipment","Goods","1.00163083425211",1988,"JUL",0.5,1988.5
"3703","Recreational goods and vehicles","Goods","0.995078180219629",1988,"JUL",0.5,1988.5
"3704","Other durable goods","Goods","1.01547408977478",1988,"JUL",0.5,1988.5
"3705","Clothing and footwear","Goods","1.00714881448826",1988,"JUL",0.5,1988.5
"3706","Other nondurable goods","Goods","1.01405160907608",1988,"JUL",0.5,1988.5
"3707","Motor vehicles and parts","Goods","1.01345488921407",1988,"AUG",0.58,1988.58
"3708","Furnishings and durable household equipment","Goods","1.00238275833008",1988,"AUG",0.58,1988.58
"3709","Recreational goods and vehicles","Goods","0.994855283261543",1988,"AUG",0.58,1988.58
"3710","Other durable goods","Goods","1.01100238142282",1988,"AUG",0.58,1988.58
"3711","Clothing and footwear","Goods","0.993276602760806",1988,"AUG",0.58,1988.58
"3712","Other nondurable goods","Goods","1.01138295513342",1988,"AUG",0.58,1988.58
"3713","Motor vehicles and parts","Goods","1.01407379721875",1988,"SEP",0.67,1988.67
"3714","Furnishings and durable household equipment","Goods","1.00191973812019",1988,"SEP",0.67,1988.67
"3715","Recreational goods and vehicles","Goods","0.99823878303361",1988,"SEP",0.67,1988.67
"3716","Other durable goods","Goods","1.02471674403631",1988,"SEP",0.67,1988.67
"3717","Clothing and footwear","Goods","1.00428267479979",1988,"SEP",0.67,1988.67
"3718","Other nondurable goods","Goods","1.01437496544479",1988,"SEP",0.67,1988.67
"3719","Motor vehicles and parts","Goods","1.01165689903352",1988,"OCT",0.75,1988.75
"3720","Furnishings and durable household equipment","Goods","1.00421186200992",1988,"OCT",0.75,1988.75
"3721","Recreational goods and vehicles","Goods","1.00217206760046",1988,"OCT",0.75,1988.75
"3722","Other durable goods","Goods","1.02534574057889",1988,"OCT",0.75,1988.75
"3723","Clothing and footwear","Goods","1.00747117545887",1988,"OCT",0.75,1988.75
"3724","Other nondurable goods","Goods","1.01007275785163",1988,"OCT",0.75,1988.75
"3725","Motor vehicles and parts","Goods","1.00572450805009",1988,"NOV",0.83,1988.83
"3726","Furnishings and durable household equipment","Goods","1.00657331539684",1988,"NOV",0.83,1988.83
"3727","Recreational goods and vehicles","Goods","1.00636003158324",1988,"NOV",0.83,1988.83
"3728","Other durable goods","Goods","1.02539627027639",1988,"NOV",0.83,1988.83
"3729","Clothing and footwear","Goods","1.02129346994107",1988,"NOV",0.83,1988.83
"3730","Other nondurable goods","Goods","1.01299057224293",1988,"NOV",0.83,1988.83
"3731","Motor vehicles and parts","Goods","1.00461344890256",1988,"DEC",0.92,1988.92
"3732","Furnishings and durable household equipment","Goods","1.00294660987191",1988,"DEC",0.92,1988.92
"3733","Recreational goods and vehicles","Goods","1.00377081081081",1988,"DEC",0.92,1988.92
