,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
Tobacco (127),158615,158061,155906,154027,155065,155969,155693,155307,155500,155769,154574,151250,147949,144311,146878,148256,147249,147531,148884,147161,147153,144840,142737,142357,140695,146622,143206,136357,127088,127249,129491,129832,129229,127661,126251,127354,129141,127524,125275,124347,124905,123675,122247,122503,123052,121406,123423,120833,120152,119192,121651,122687,121005,123382,117736,119197,115823,117156,114069,114888,116945,118825,115836,116234,116066,113124,113599,108572,111294,110415,112814,112200,118963,116903,114031,106034,113234,112583,112770,107499,112864,111610,111984,110312,110137,109783,109907,110049,110093,110299,111690,111686,112204,112390,112530,112519,114295,113390,113621,114370,114238,113918,114225,114577,114862,114866,115199,116017,116928,116143,116381,116407,115644,115841,116354,116203,116438,116596,117402,116317,116845,118217,118123,114465,113752,113737,113801,114229,114474,113878,114440,113596,112149,112411,113292,112166,112431,112720,111998,111479,111529,110065,109903,110018,110247,108502,106292,106358,106857,107177,106743,106519,106204,105064,104648,105237,105118,103014,102846,105308,106874,108754,107641,106127,105407,105234,105115,103661,104146,104721,104509,105393,103009,101953,100572,100003,99580,98307,97685,96649,96084,95718,95476,94946,93750,93086,92638,91924,92492,91115,89281,88948,88953,88742,87419,87009,86115,85510,85077,84604,84234,82481,81519,80962
Magazines newspapers and stationery (part of 90),70680,70606,71072,69493,69379,69038,69467,68746,69176,69741,70895,69669,68884,67430,66839,67673,67556,66861,66582,64433,63434,61754,60067,60528,61137,60021,58898,58995,58930,58608,58913,58963,58790,58470,58427,58701,58888,58251,59276,59200,59016,59150,58506,59088,59316,59351,59460,59073,60286,59506,59567,59211,59075,59260,58893,58443,57826,58851,58409,57793,57167,57816,56990,56370,56216,55135,55429,55538,56075,56165,56733,56904,56182,56025,55786,55144,55280,55442,55683,55768,56021,55176,55173,55464,54361,55453,55359,54931,54499,55607,55289,55812,55682,55535,55669,55459,55556,55852,56137,56121,55214,55580,55634,55869,56412,56212,56630,57327,57695,57572,57333,57935,57974,58607,58700,59352,58019,58870,58045,57928,58691,58254,58804,59340,59014,59502,60106,60961,60532,61088,62299,64600,65029,65157,64006,63390,63656,63134,62390,62773,63877,63904,65605,60362,63131,64822,64888,65016,65540,66385,66159,65207,66064,64864,64383,64609,64346,65781,69196,70385,75369,75615,77044,78420,79381,79364,78906,79873,79962,77663,83251,82355,81149,84435,79911,82423,82429,83746,84502,84261,86226,81656,83776,82914,82536,80523,81711,80897,82219,82137,82526,82728,85008,85379,83615,86226,84629,84776,87665,88895,88887,87722,88639,89510
Housing,1834241,1836900,1840117,1843744,1847921,1852605,1857956,1863824,1870080,1876948,1884377,1892279,1901020,1908655,1915199,1920734,1925430,1929223,1932190,1934204,1935417,1935617,1934923,1933223,1930454,1928279,1926727,1925768,1925395,1925644,1927837,1930703,1934072,1938147,1943000,1948365,1954393,1960044,1965343,1970423,1975146,1979794,1982264,1984449,1986351,1987901,1989076,1989924,1990440,1991047,1991577,1992027,1992480,1992957,1992944,1992905,1992848,1992731,1992638,1992552,1992396,1992400,1992543,1992935,1993387,1994014,1994996,1996143,1997389,1998885,2000468,2002188,2005411,2008198,2010559,2012422,2013784,2014747,2016058,2016887,2017281,2017228,2016779,2015755,2014321,2013091,2012006,2011009,2010249,2009527,2008439,2007634,2007085,2006576,2006174,2006028,2006038,2006041,2006058,2006475,2007019,2007617,2008469,2009426,2010601,2011804,2013148,2014638,2016293,2017665,2018715,2019557,2020138,2020598,2021484,2022093,2022430,2022557,2022644,2022273,2021599,2021237,2021212,2021299,2021777,2022593,2022816,2023222,2023931,2025010,2026366,2027984,2029884,2031780,2033484,2035289,2037047,2038684,2040177,2041717,2043152,2044420,2045676,2046743,2049384,2052241,2055270,2058463,2061726,2065102,2068647,2072465,2076228,2080354,2084615,2089080,2093712,2098313,2102882,2107151,2111947,2116900,2122117,2127318,2132782,2138291,2143634,2149191,2154816,2160314,2166040,2171795,2177439,2183078,2188744,2194395,2199872,2205591,2211385,2217112,2222774,2228112,2233033,2237605,2241829,2245627,2249094,2252096,2254670,2256799,2258661,2259911,2260779,2261820,2262933,2264055,2265327,2266719,2267976,2269431,2271048,2272759,2274592,2276689
Household utilities,335561,349285,324855,351711,324817,330615,327218,346693,335894,319524,334622,323467,328745,342076,334782,330546,329620,331121,322711,310976,320981,328443,337449,334573,336121,319454,338977,329983,325854,326954,318906,330395,330301,339732,314436,350558,340074,341448,324013,317235,337391,340746,341943,340952,331522,330460,340688,356466,340363,321184,330855,324148,331356,330321,345599,335754,330060,337295,325898,321746,306970,316548,302759,326464,329777,327283,347365,327185,325879,327606,325224,315461,322749,334033,356957,336602,327503,324098,313261,316206,322742,325883,332716,340093,356603,339743,343284,336090,330441,320604,309740,319487,326857,329412,342657,327955,335715,357311,340185,325876,324346,327789,322357,327499,326666,324401,313260,307156,321959,322944,309668,322981,327235,333784,334781,339124,328990,322113,315159,338646,307888,301017,323561,327696,332045,329529,327458,321785,329787,333461,333641,355135,351384,323997,348210,359285,335127,342684,340807,344511,346558,354813,360932,345689,345293,346955,351331,339837,339197,332785,344699,342848,348659,345903,350717,331211,317641,334249,330725,349030,346791,345226,350393,341240,339384,339585,327983,353342,341353,358404,340865,333356,339502,344596,332183,346776,341237,331352,336096,330858,359612,351249,346891,363180,357776,350008,348904,345041,340536,345776,353038,363346,325830,336477,355363,343119,340412,333257,351143,347209,346006,345340,341918,336956
Outpatient services,771657,770694,770997,773078,775184,777423,779434,782003,784939,787845,790095,791829,793141,794854,797517,800281,802578,804545,805926,808230,810287,812216,812890,812143,809968,809497,810413,812976,814839,816012,816568,816283,815094,812741,811459,812277,814564,815694,816213,815784,817854,822139,829290,832719,832441,828546,827349,829212,834514,838061,839965,839296,838807,839038,839919,841296,842586,843497,846385,849703,854167,857888,860933,862946,862200,859064,852529,850869,854647,864152,868646,867997,858221,853669,854464,862014,866137,866827,864928,865664,868806,875202,877996,877534,872930,872376,875805,884259,891270,896896,902011,907821,913202,917395,920261,923423,926622,928792,931323,934182,940899,951247,965858,973397,974640,968545,967909,972669,981872,990307,996644,1000373,1000190,999802,995893,996695,1000406,1006091,1012222,1019274,1027178,1032048,1033279,1030673,1030601,1033119,1037524,1040558,1041026,1041138,1044574,1051983,1062210,1069022,1068753,1064149,1063048,1065431,1071281,1075615,1077964,1078408,1078538,1079856,1082709,1087025,1092601,1098839,1102764,1106200,1109814,1115327,1122514,1131055,1136786,1138773,1158382,1168785,1008208,718909,910285,1031000,1035570,1046179,1092465,1096629,1101665,1103464,1090470,1086240,1105995,1121616,1129186,1137168,1146497,1155972,1161817,1168499,1172051,1178336,1181111,1184953,1191714,1197444,1201707,1209357,1208107,1211638,1216864,1222096,1228108,1235400,1262868,1284034,1291434,1285647,1285311,1288252,1294920,1302560,1310397,1322784,1332466,1340998
Hospital and nursing home services,963505,965205,969502,969615,970987,972837,977053,981871,983869,979514,979584,983883,991992,994946,995641,992130,991760,990688,991127,990835,992984,989421,990914,996137,1002555,1009161,1012828,1019543,1023564,1028722,1033478,1032259,1036602,1031744,1030006,1025422,1022547,1021769,1025176,1030682,1037102,1041985,1047576,1051002,1053021,1054961,1056665,1058760,1056170,1053631,1051967,1053808,1055614,1051524,1047209,1042916,1044723,1052404,1058114,1061693,1070743,1073739,1073311,1064435,1060023,1062827,1069292,1073262,1072629,1068850,1066664,1063367,1067138,1069386,1071577,1078193,1076206,1076354,1077061,1082106,1085961,1090787,1094847,1091003,1082445,1078604,1081250,1091515,1099902,1107218,1115151,1118226,1122716,1135004,1142023,1149649,1155810,1158553,1159788,1158150,1160767,1162934,1163273,1161905,1160788,1164047,1163246,1166378,1174005,1183060,1190304,1201350,1204033,1202411,1193958,1193134,1196718,1202427,1206996,1208669,1208910,1206398,1200989,1195610,1193999,1197319,1206150,1214679,1220311,1218150,1220187,1217271,1215704,1214966,1220448,1222443,1229765,1238419,1247483,1250634,1243119,1229250,1223869,1232041,1252713,1266544,1276110,1272827,1270614,1268877,1271919,1277473,1280535,1280016,1283676,1288668,1282794,1275878,1089702,936036,1067660,1155129,1190510,1195017,1201076,1226514,1245321,1239400,1237489,1230063,1240201,1260943,1274591,1283758,1283847,1289337,1295627,1298285,1302167,1308579,1295615,1292223,1292745,1286089,1283217,1287027,1302449,1314750,1316060,1329823,1341975,1350907,1349498,1350914,1358081,1362175,1364633,1366409,1366555,1367097,1374905,1388300,1392025,1396100
Motor vehicle services,251010,251354,251693,251977,252737,252549,252950,252651,252023,250948,250286,249847,248390,247866,247275,246045,244995,243948,242584,239914,237139,233997,231553,229051,225364,221129,218329,215660,214510,214829,214868,214520,215133,215450,215827,217482,219214,219141,219500,218453,217254,216338,215837,216008,217545,219803,220860,221340,219579,220171,221488,223443,225044,225800,226503,227463,228096,228836,228551,227426,224747,225003,226923,230967,233796,234534,233632,233062,231983,232490,233018,233455,234095,234365,235624,237264,238524,239834,241535,242518,241482,239660,239634,242162,245493,247375,248723,248594,249271,250969,253065,254517,254683,253822,253808,253803,253621,254633,256054,257860,259615,260270,259668,260177,260603,262045,263257,264409,266599,268036,267836,266689,267173,268534,270437,273472,274950,275118,275534,274883,273426,271788,272422,272743,273096,273153,272747,274019,276945,280572,283782,286384,288276,287707,286274,282493,279401,277047,276126,276015,275715,276386,276741,276758,276962,278265,279634,282795,285215,287064,288472,288837,288649,288267,287979,287398,287231,286132,258251,235528,249080,254426,258978,260852,264845,262089,255711,257845,260945,254081,272583,274736,274445,280176,285395,290159,298079,292894,290014,291302,290361,290247,291470,284124,287204,286904,279517,281757,276135,274797,270698,271855,272450,277972,275377,274034,269892,264945,265979,265202,267386,267394,265160,268720
Public transportation,123749,123670,124542,121360,123755,120930,119167,120790,123275,124761,123062,118693,127722,120190,117615,119440,120409,120434,119763,120877,116368,115209,111720,117463,116493,117484,115742,118318,118186,117480,119913,118075,117105,118011,117473,118732,117949,113883,115869,114889,114460,115619,116371,118409,120689,121372,119036,118546,119817,120081,121770,123641,125784,126541,128615,125970,128851,126399,127374,126344,125687,124071,125767,125957,126150,125717,125229,125809,126195,124814,126256,127769,129904,130577,129694,133561,133691,135096,134052,136020,135712,135830,132624,142563,137589,141718,140345,138431,139409,141279,140712,141278,139555,141566,136920,143751,141528,140895,143272,142319,142393,140968,142723,141149,141702,142820,142360,144741,144793,145818,142725,145104,146007,144035,142979,139779,151199,147683,147936,145207,146008,145197,151371,150244,149983,151599,158662,160233,159372,156476,154032,158605,163380,163182,163449,167365,169209,170088,169511,169432,167633,169105,166315,168094,169692,173636,177497,176683,176498,180785,182305,186835,189204,190754,194820,185952,192993,192049,96003,28113,41414,63284,70955,77666,77333,88609,91991,95932,96795,96767,104689,125410,147071,159655,178204,186641,188105,197773,194560,195008,186642,196179,197009,196277,199699,196773,196577,202239,213805,214446,205510,210984,211916,207810,205628,211606,220831,221025,218376,220058,226891,227159,225775,228625
Membership clubs sports centers parks theaters and museums (82),158928,159987,163101,161091,162803,161082,163761,166336,164891,163916,162994,166359,166211,165590,163595,163818,165452,166217,165672,161484,162746,163881,161925,161533,163289,162021,158443,161023,159357,159900,159208,161050,162094,163703,163385,165036,162677,160806,164506,164830,164314,167816,167784,168146,169946,170487,169630,167516,165474,166394,167799,170186,170281,169481,170622,169672,169373,166862,165902,162260,162171,166221,169771,170725,173147,171787,170990,168567,171138,174082,177983,175919,176364,174837,175954,172528,174845,176272,178388,179567,178656,176406,179747,180819,185064,186344,185071,181390,179691,179567,180236,188614,185813,189340,188047,186853,191059,191739,188723,190430,191653,192489,190065,192282,195329,196732,196121,199065,197633,196687,195933,195198,196612,197279,200818,204321,203007,205563,208128,209872,210438,210708,214549,211512,211047,211616,212529,207424,205002,203252,207611,211122,215734,223089,216447,216807,214995,215193,216030,218523,216982,213757,212987,212487,214740,216070,219144,221477,223159,223753,224783,226402,227259,226116,226318,224908,222371,215341,148622,71324,82382,104335,106762,111112,121256,119226,114697,116732,127384,128223,138806,150821,158541,163874,177417,184472,192994,201225,203547,210566,203342,212733,217148,219592,223699,221195,219169,222548,222372,226071,229223,231563,239846,240282,236173,247801,235161,238783,237817,240857,234492,235946,236127,238898
Audio-video photographic and information processing equipment services (parts of 77 and 93),111278,111849,112419,112935,113302,113489,113426,113605,113942,114417,114906,115349,115759,116264,116898,117673,118352,118875,119291,119304,119010,118344,118152,118368,119153,119656,119801,119568,119702,120384,121487,122480,123466,124305,125117,125922,126608,127140,127909,128679,129102,129160,128794,128441,128071,127640,127327,127130,127031,126873,126651,126385,126598,127314,128618,128845,128130,126469,125823,126382,128193,129479,130385,130847,131173,131420,131512,132053,132995,134378,135021,134872,134053,133164,132944,133178,133393,133476,133648,133537,133385,132856,132994,133282,134418,134786,135012,134365,134437,134669,135659,136339,136543,136769,137165,137863,138551,139497,140330,141874,142463,142394,140753,141188,142392,144647,146133,146464,147370,147086,147162,145593,145588,144652,144518,144346,145004,144985,144304,142552,142240,141823,142982,142296,141154,140389,137726,138876,135461,138085,137138,137499,136458,136706,137658,138267,138367,138084,138062,138680,139058,139302,138643,139453,139767,140101,140363,139270,138943,140980,139812,140805,141167,141896,141886,140622,140336,138684,136604,136816,135193,135969,134553,135661,136740,136064,137304,135428,135619,135737,136705,138886,141565,144491,146196,145973,147879,146427,148620,149880,149457,148203,149394,147633,147267,148632,148461,147031,146239,144541,141711,141344,141277,140983,139327,137960,139921,143096,142100,141178,139286,141373,142104,142031
Gambling (91),129514,127465,128590,126662,128867,128965,131027,128494,128912,131837,128596,130966,127518,126440,126966,127769,127153,127357,126707,126940,122713,123129,125443,124947,127123,125457,123623,124242,123501,122350,123884,122581,122291,118242,119981,116787,118110,122789,121806,124325,123096,119838,125142,125192,123776,125089,124755,121236,120873,121710,122324,120463,120418,123403,121629,119764,121489,121019,122025,122439,126236,123914,119697,120216,120930,125582,126656,122688,124017,123702,121158,124590,123677,127958,124709,125911,126537,123651,125919,128597,125134,127635,129635,129099,123186,127119,128673,126653,129017,128875,128954,132519,127754,130428,130247,134499,135769,131670,131422,134682,135716,131710,134163,132575,133566,133375,137175,139271,138091,142325,134471,138793,136563,136602,141088,134544,138593,138766,137858,138856,142929,140360,141333,141412,141731,142262,145177,143116,143561,141846,142063,141450,141759,141461,144398,144128,143288,144711,143371,143752,144179,144158,143678,146758,140903,141678,144625,140253,141532,143799,141203,142921,140056,141276,141471,141229,145857,147556,104791,60001,66880,128342,127769,128144,130142,133260,127802,120894,136573,133140,147658,148967,147079,146434,151332,144251,147465,148471,151375,147615,142539,146156,150718,149391,146684,146034,146369,147241,148521,150114,152585,154538,154386,151673,151384,149687,149744,151617,155892,154234,155008,152067,155992,158024
Other recreational services (81 94 and part of 92),51404,51705,51806,51590,51602,51712,51913,51782,51963,51849,52025,52083,52273,52239,52443,52773,52740,52544,52157,51376,50917,50269,50009,49581,49232,48544,48084,47651,47587,47459,47542,47744,47899,48238,48510,49096,49472,49582,49863,49757,50165,50065,49706,49725,49747,49722,49684,49196,48866,48453,48371,48479,48553,48657,49003,49188,49372,49302,49414,49510,49813,50342,50664,50820,50946,51199,51488,51524,51334,50741,50482,50806,51294,51669,51402,51253,51059,51269,51435,51721,51708,51807,52066,52311,52613,52686,53170,53695,54148,54157,54347,54735,55331,55836,56143,56051,55522,55341,55451,55765,55982,56131,56361,56498,57008,57743,58002,58184,58056,57836,57710,57567,57782,58276,58833,59468,60013,60416,60768,61607,62206,62783,63297,63537,63782,63842,63750,63653,63615,63910,64239,64321,64064,64450,64853,65433,65661,65802,66191,66421,66347,66220,66220,66526,66777,66901,67090,67377,67457,67670,67617,68124,68616,69262,69645,69832,70046,69602,58513,52312,53045,53692,56669,58097,59122,59092,59597,60964,62353,63258,63609,64394,66933,68369,69898,69952,70627,70629,71254,70442,69150,69514,68707,70462,71772,72905,73414,75017,76057,74636,74371,75214,76140,75818,75946,75356,76544,77045,76943,77955,79282,79094,78608,77899
Food services,662302,653980,663458,659952,662476,665440,663023,664874,663596,666366,664484,675517,663259,654178,656889,657850,660964,657973,655918,653475,649406,647759,646182,641509,640292,635558,628070,628653,628734,624610,624376,624782,620759,621091,624751,624204,624377,633356,635366,638777,637499,638885,640306,643800,642873,645169,646413,642337,641710,653442,653618,650175,652961,655822,655206,657386,660720,661075,659224,656102,661951,665540,663582,667445,663486,664829,667002,665948,669567,667051,673203,676496,682424,678269,679021,670913,672378,670650,673452,672767,675466,680168,687724,683049,677531,682662,689913,691723,695492,697057,700029,701817,707904,714048,712046,720801,721914,717411,724336,729895,730438,728934,729998,732768,729899,734323,736262,746147,735137,748950,746121,744283,742867,741068,740515,745999,748854,749189,760112,745820,766918,763994,762443,761546,759916,758773,756732,761623,762367,765147,770320,772844,768968,770422,777287,766879,782791,790668,799913,800635,785577,790086,787950,782954,782640,783400,789762,791955,796786,804321,809678,808128,811642,812549,809249,813261,817672,812132,614517,435511,549399,667283,686985,710671,724666,721936,694874,664273,713746,688532,772969,800814,814374,838126,845564,841316,839938,838206,840932,825515,807552,829443,849018,868169,869276,870293,861990,879729,878249,882595,871377,860688,906723,881340,877892,877011,883701,884997,890106,889293,898020,898805,904841,902647
Accommodations (104),106617,106796,107635,107470,107481,106334,105501,107105,107255,109578,110204,108981,110061,107571,109704,112258,111735,113171,111196,114155,112567,111718,109555,111498,108994,110414,107776,110583,110064,112177,115535,114445,113454,112212,112919,115323,113648,115855,115879,116501,117282,117172,118146,118573,118448,118757,119768,117961,118597,120151,121784,121246,124675,121843,121033,121315,123796,123724,124851,121564,126003,122381,126460,127953,127651,127697,128625,129272,129315,130054,130754,131670,132126,131457,131590,131555,130322,130986,130540,132754,131691,135824,133828,136062,136154,137421,136080,136271,134717,136872,136290,139792,136045,137826,136341,140115,140091,141943,140215,140547,144135,146174,144009,143975,144950,144354,139323,142948,141179,141774,141313,145008,142266,142174,145050,142611,146979,141259,143631,143050,145247,144290,149345,147028,147623,149132,154552,150106,154494,148918,152473,152951,155886,155938,155390,155274,150197,156076,153108,152983,154636,157895,158908,157248,156055,154366,153454,151713,151445,150598,149028,153676,152951,158989,164741,171223,170962,166776,97766,30770,42246,57501,69760,94000,93241,93599,87561,88699,90919,98344,108263,107304,115471,119394,124021,131213,133434,131049,136635,142592,130501,141075,148819,150257,150295,155578,157106,158133,161887,157619,159221,159847,156775,158988,159282,159170,159385,160122,161365,165463,165115,167941,170150,169426
Financial services,640342,643592,642436,638035,643281,650546,655509,664451,649048,652784,656812,653155,663327,661954,666117,673895,679014,679575,683726,681972,703101,716165,701519,698156,709802,718689,727433,724060,723878,722579,714644,710745,706455,696087,687773,686716,689520,690677,687676,691548,695211,685383,687552,686506,690572,689412,696367,701566,700398,706517,705721,702984,701517,702573,709130,727629,711801,714961,709778,715353,720207,730544,730983,718084,713637,712884,711155,712848,712535,703160,706821,711740,711624,714134,715346,710300,707715,708120,700069,695589,699066,697891,699299,697630,686209,682155,678473,681288,676531,680573,685084,689774,687070,695271,683426,688110,691435,696735,701715,704361,705155,701429,696138,696919,691459,701155,696355,695398,689414,685015,676674,672505,671925,674460,679222,677272,679085,670760,675463,674758,678984,683434,685787,678823,675332,674757,674758,671520,670556,667549,668303,665970,664588,661488,657092,655052,653339,653073,651637,650413,647649,648670,648237,647679,651149,646156,650034,645378,644663,646616,644543,652022,652362,655975,659498,662688,658814,657054,660363,659415,650427,650852,647429,653671,656283,660144,671243,672465,668285,668950,671115,666140,665357,665408,669609,666443,663721,671932,670696,671539,661262,659703,657071,654878,651614,650903,657243,664973,659392,660028,669389,671572,677671,682887,689206,699900,703944,716070,717407,711750,698600,695204,705778,721366
Insurance,358016,359493,360869,361256,361720,362390,363247,364474,365145,366121,366075,365816,364569,363942,363150,362190,360453,358165,355522,352453,348539,345516,341291,337510,332501,329638,326261,323517,321066,319748,319121,318747,319294,320033,322755,325595,326543,329585,332312,334616,336036,337782,338790,340250,341619,342918,343770,344950,343374,344194,345190,345964,346974,347401,348133,348364,348116,346538,345353,344420,341087,337856,334992,332832,330581,328739,327083,325742,324806,324451,323052,322561,326671,328372,329457,331070,332957,334588,334859,337196,339146,342413,345259,348216,351226,354225,357042,360134,362641,364359,366160,367965,369451,370581,371593,372644,374072,374771,375002,375027,375116,376133,377349,377760,377602,376792,375930,374522,370566,368708,367719,367000,366499,365926,366170,367291,369261,372018,375049,378418,378592,382385,386498,390451,393893,397322,400891,404307,407388,410360,413509,417177,414519,417597,419911,421834,423791,425170,423003,422674,421209,420407,418452,416453,414770,411113,407653,404483,401585,398889,396545,395097,393886,392841,392270,392583,392498,392370,392552,379419,380972,397031,398974,400531,402258,405089,407330,410364,416003,418348,420067,421470,422456,423404,424617,426174,427504,428265,428820,428996,428728,429305,429844,430087,430383,431162,431534,431540,431103,430118,430017,429525,428200,428161,428264,428374,429053,428676,429499,429148,429676,430362,431724,431217
Communication,163137,164051,164826,165471,166024,166490,166950,167501,168142,168867,169606,170355,170874,171481,172191,172994,173600,173989,174248,173943,172879,171220,170129,169421,169199,168678,167836,166682,165941,165605,165682,165882,166212,166663,167345,168244,169377,170207,170745,170990,171408,172003,172787,173202,173244,172901,173306,174468,176380,177750,178590,178908,179511,180400,181594,181807,181038,179268,178254,178002,178517,178876,179103,179190,179391,179715,180159,180614,181079,181543,181668,181456,180730,181061,182490,185024,187146,188853,190138,191180,191970,192502,193697,195563,198103,200303,202165,203690,204843,205629,206060,207901,211154,215800,217977,217714,214994,214317,215712,219178,221069,221384,220117,219825,220501,222155,224294,226932,230062,231874,232374,231557,231959,233588,236444,238838,240767,242225,243229,243776,243861,245823,249606,255092,258358,259411,258230,257904,258442,259849,260488,260341,259392,259549,260826,263229,265183,266677,267699,268730,269764,270801,272178,273882,275902,277050,277303,276623,276149,275917,275961,276685,278081,280122,281663,276942,278527,280009,284694,280307,282247,284374,284026,284217,285077,289649,294395,297070,299127,300576,301798,304238,306422,307634,306966,306886,307043,309670,310860,311702,314557,316473,317456,318739,319696,320512,322334,324926,326739,325072,324192,324292,323335,323167,323712,323953,324481,325360,327834,330017,331799,332545,333434,333602
Education services,291735,291763,292174,292617,293049,293273,293156,293158,293118,293420,293182,292718,292054,291672,291413,291188,291087,291231,291476,292015,291741,291084,289947,289257,289146,289122,288951,288280,287929,288008,288139,288519,288524,289047,289694,291194,292927,293937,294371,294101,293812,293300,292792,292962,293016,294170,294577,294614,293532,292772,292492,292873,292244,291124,288855,287561,287139,287457,287639,287255,286379,285217,283674,281683,280216,279253,279344,279091,278891,278100,277427,276911,276634,276335,276604,277012,277747,277682,277670,277356,276853,275954,275140,274619,274283,274120,274472,274961,275141,275219,274840,274644,274427,274236,273998,273642,273522,273874,274448,275133,275216,275050,274688,274694,274620,274961,275095,275610,275290,275600,276185,277857,278680,278609,277326,276429,276136,276819,277237,277395,276802,276809,276929,277428,277699,277567,277764,277618,277941,277667,277639,277430,278166,278964,279827,280070,280044,280014,279658,279266,278671,278171,277509,277206,277155,277299,277281,277420,277678,277953,278218,278687,279802,281288,282637,283341,283238,283251,281597,261811,262834,267202,268478,274305,269754,267817,267877,263689,269138,270788,276575,277385,282076,283866,286481,288760,286559,286980,287855,287755,289308,289247,290186,290195,291397,292088,295841,296456,295896,294725,294371,293571,295967,296832,297505,298000,299846,299310,299652,300028,300604,299728,299286,298877
Professional and other services (121),222933,223744,220942,218219,215598,214335,214668,214932,216268,218468,219341,218068,215478,214342,216179,216937,217078,216345,213829,212068,209958,208196,206628,204085,201928,200505,199331,199288,198765,199283,199750,199243,197630,195664,193341,193308,194057,194234,193734,191753,191359,190998,191821,191701,191574,190575,190633,191862,194127,195686,195722,194994,194292,193033,191640,190027,188592,187476,188007,190364,194332,197099,195184,190952,187443,185011,183252,183165,184538,187242,187626,185255,182830,179668,181184,185617,187779,188500,186831,186910,187861,190401,190939,189390,186367,182601,181994,183111,185268,188182,192487,194282,194091,191381,189656,188492,189058,187960,189515,192375,194650,195963,196686,195832,193904,190672,188977,188844,191523,193561,193427,192622,191311,189945,188593,188724,189775,192726,194386,195102,195126,194676,195351,196353,196306,194537,191579,191178,193038,196441,197666,196513,193398,188232,187931,191259,193076,194164,193931,193127,191555,189553,188967,188200,190597,191788,193088,192820,193504,194723,196666,198174,199190,199817,200307,199812,203130,206585,187232,185011,195761,194637,197615,197444,197079,200377,204357,206596,215580,211038,216088,211201,207150,208918,211394,216029,217585,213292,213084,210867,215288,215335,217043,213232,211072,208899,209164,209971,208803,208069,207791,209014,208547,208188,209372,208168,207209,206526,203913,202064,200847,205028,207113,207764
