PCE,core PCE,Dates
0.00377572746628796,0.00390091671542825,1997_NOV
0.00114698385726397,0.00240521639996083,1997_DEC
0.000339404910057794,0.00241545893719786,1998_JAN
-0.000240398212568493,0.00296982985927996,1998_FEB
0.000127296643611885,0.00345353675450766,1998_MAR
0.000876498529744474,0.00376679130314361,1998_APR
0.00277231644011944,0.00387425282266984,1998_MAY
0.00176778390609522,0.00154805180444773,1998_JUN
0.00299443487104156,0.00252476476918417,1998_JUL
0.0030044431906342,0.00351472047634793,1998_AUG
0.00327521705371647,0.00460937607816625,1998_SEP
0.00299957752429236,0.00374320511938331,1998_OCT
0.00165944760083248,0.0019640968588186,1998_NOV
0.00325045379712119,0.00386015523044159,1998_DEC
0.00245707145163787,0.00333164237629746,1999_JAN
0.00185325583354401,0.00281014393420143,1999_FEB
0.00159892283093499,0.00138212272155025,1999_MAR
0.00502815204907714,0.00252801311833828,1999_APR
0.00625017517307103,0.00382748957692569,1999_MAY
0.00579734498403606,0.00405865230878555,1999_JUN
0.00362333988321684,0.00328494513732713,1999_JUL
0.00479081945295512,0.00281881936406347,1999_AUG
0.00808899284381703,0.0049405231782671,1999_SEP
0.00710943249510532,0.0048501480857539,1999_OCT
0.00618173753950213,0.00532304934684036,1999_NOV
0.00491665170494571,0.00394111353386517,1999_DEC
0.00595623819437741,0.00463745386206615,2000_JAN
0.00822382015042566,0.00514628413971963,2000_FEB
0.0101974904828002,0.00593567882581469,2000_MAR
0.00661997505516654,0.00418539552660624,2000_APR
0.00429014496317848,0.00378955855674246,2000_MAY
0.0033875246581867,0.00249436755712917,2000_JUN
0.00673982898534931,0.0041277456879798,2000_JUL
0.00583633766410441,0.00433752359532513,2000_AUG
0.00675217615315771,0.00600636755223793,2000_SEP
0.0055992101597262,0.00511177844511201,2000_OCT
0.00707387670084114,0.00559843243891711,2000_NOV
0.00429618057426073,0.00414877066074482,2000_DEC
0.00778717738356227,0.00648005523981521,2001_JAN
0.00793746726298417,0.00648188650733683,2001_FEB
0.00649045875742593,0.00654174667284635,2001_MAR
0.00340308546415402,0.00440656499023673,2001_APR
0.00449045943929227,0.00287106545502414,2001_MAY
0.00616880953967081,0.00406530805562499,2001_JUN
0.00406985250109715,0.00505713910416405,2001_JUL
0.00131325860582332,0.0053185901139885,2001_AUG
-0.003853385947721,-0.00262061374773981,2001_SEP
-1.32462612426609e-05,0.00181663726066783,2001_OCT
-0.000569657145885083,0.00335715125468639,2001_NOV
0.00180786153907508,0.00932762290128486,2001_DEC
-0.000808032639220135,0.00283090249693418,2002_JAN
0.00155088082077381,0.00270798073167544,2002_FEB
0.00530764433475328,0.00367053678346441,2002_MAR
0.00860388964749248,0.00590599836089045,2002_APR
0.00757034331242212,0.00510270326417195,2002_MAY
0.00609796338582136,0.00549863830890951,2002_JUN
0.00411409043112521,0.00474620109925628,2002_JUL
0.00542493103901243,0.00560643836147312,2002_AUG
0.00598228927517219,0.00564913457321925,2002_SEP
0.0056026075687563,0.00445348298409098,2002_OCT
0.00462485139072144,0.00345558481598052,2002_NOV
0.00378190164447534,0.00275740009234093,2002_DEC
0.00494656409054817,0.00258848253415001,2003_JAN
0.00817977294302752,0.00299562178354695,2003_FEB
0.00979589715607165,0.00367068694284223,2003_MAR
0.00507765443452812,0.00410276073619653,2003_APR
-0.000283775765549499,0.00416092306121407,2003_MAY
-0.00176262463814736,0.00310931008996618,2003_JUN
0.00287397059013061,0.0045060526215297,2003_JUL
0.00741897192402963,0.00419452423926581,2003_AUG
0.00947311439913379,0.00503061561523421,2003_SEP
0.0066438778657345,0.00437179243489827,2003_OCT
0.00452106200130653,0.00460736165257436,2003_NOV
0.00360047495627103,0.00446191571656085,2003_DEC
0.00735322277967154,0.00518546555639676,2004_JAN
0.00822368421052633,0.00544299969761108,2004_FEB
0.00755677119776088,0.00587665320195807,2004_MAR
0.00553802481339272,0.00591181232819959,2004_APR
0.00666439040428957,0.00566416040100259,2004_MAY
0.00797989873609528,0.00556709285160273,2004_JUN
0.00704509364051109,0.00414264680192677,2004_JUL
0.00429626651927029,0.00315256940636988,2004_AUG
0.0034197241673033,0.00344617375185052,2004_SEP
0.00679556973906514,0.00443621542361505,2004_OCT
0.0101568558777174,0.00621079436059868,2004_NOV
0.00870118845500856,0.00561644514977178,2004_DEC
0.00570554892601427,0.00705174994742097,2005_JAN
0.00463112013670486,0.00655515091661019,2005_FEB
0.00710387247682576,0.00774266727490169,2005_MAR
0.00860246950202082,0.00528249038709605,2005_APR
0.00637233150914551,0.00567847331240179,2005_MAY
0.00399385560675891,0.00390276129537415,2005_JUN
0.0054287219832605,0.00421600615903506,2005_JUL
0.00891621452804059,0.00297564604446388,2005_AUG
0.0180171358629131,0.00449692892658682,2005_SEP
0.0153450503376156,0.00591413551401865,2005_OCT
0.00915304029037234,0.00766022640224717,2005_NOV
